taxa,prop_generalist,n_host_families,n_host_species
Scoparia,0.16666666666666666,6,7
Scopelodes,0.7,30,32
Scoptes,0,1,1
Scopula,0.4782608695652174,99,121
Scopula?,0,1,1
Scoriodyta,0,1,1
Scotochrosta,0,1,1
Scotogramma,0,1,1
Scotopteryx,0.6666666666666666,7,11
Scotorythra,0.25,19,21
Scrobigera,0,3,3
Scrobipalpa,0.30612244897959184,52,81
Scrobipalpopsis,0,3,3
Scrobipalpula,0.42857142857142855,16,30
Scytalopteryx,1,3,5
Scythris,0.2786885245901639,70,88
Scythropia,1,1,6
Sedina,1,2,2
Seirocastnia,0,1,1
Selagia,0.3333333333333333,4,4
Selania,0.5,7,13
Selenia,0.8571428571428571,31,50
Selenisa,0.3333333333333333,6,12
Selepa,0.4166666666666667,49,84
Selidosema,1,4,6
Semalea,0.5,2,3
Semanga,0,1,1
Sematoneura,1,1,3
Semiaspilates,1,3,3
Semiothisa,0.524390243902439,116,213
Semnocera,0,1,1
Semnostoma,1,2,2
Semophylax,1,1,3
Semutophila,0,1,1
Semyra,0,1,1
Semyrilla,0,1,1
Sena,0.3333333333333333,3,4
Senta,1,2,2
Sentica,0,2,2
Sephisa,0.5,4,6
Sereda,0,1,1
Sericaglaea,1,3,3
Sericoplaga,0,1,1
Sericosema,0.5,2,3
Serrodes,1,8,15
Sesamia,0.7333333333333333,25,101
Seseria,0,1,1
Sesquialtera,0,1,1
Sesquiluna,0,1,1
Sestra,0.5,3,5
Sestra Flexata,0,4,2
Sestra Humeraria,0,1,1
Setagrotis,0.5,3,3
Setiodes,0,1,1
Setomorpha,1,23,24
Setora,0.5,27,39
Setothosea,1,4,6
Shijimia,1,2,4
Shijimiaeoides,0,1,1
Shirozua,1,8,11
Sibataniozephyrus,0.3333333333333333,3,4
Sibine,0.5714285714285714,50,62
Siboga,0,1,1
Siculodes,1,1,3
Sicya,0.6666666666666666,16,21
Sicyodes,0,1,1
Sideridis,0.75,14,16
Siderone,0.5,2,3
Siederia,0,1,1
Sigelgaita,0.3333333333333333,3,4
Siglophora,0,1,1
Simiskina,1,2,4
Simplicia,0.5454545454545454,33,41
Simplimorpha,1,2,11
Simyra,0.6666666666666666,24,37
Sinarella,0,1,1
Sindonophora,0,1,1
Sindris,0,2,2
Singhalia,0,1,1
Sinia,0,1,1
Sinibotys,1,1,2
Sinoe,0.5,2,3
Sinomphisa,0,1,1
Sinthusa,1,1,3
Siona,1,8,11
Siproeta,1,6,15
Sisona,0,1,1
Sithon,1,1,2
Sitochroa,1,6,10
Sitotroga,1,3,9
Slossonia,0,1,1
Smerinthus,1,20,55
Smyriodes,0,1,1
Smyrna,1,2,9
Solenobia,1,2,8
Somatina,0.5,5,6
Somatolophia,0.5,3,3
Sonia,0.5,5,6
Sonia Canadana,0,2,2
Sonia Filiana,0,2,1
Sonia Paraplesiana,0,1,1
Sonia Vovana,0,1,1
Sophista,1,2,2
Sophronia,0.5,7,9
Sophronia?,0,1,1
Sorhagenia,0.6,5,8
Soritia,0.6666666666666666,8,11
Sorolopha,0.75,12,19
Sosipatra,0.6666666666666666,6,7
Sovia,1,2,2
Sp.,0.6363636363636364,26,28
Spaelotis,0.75,20,30
Spalgis,1,9,24
Spanioptila,0,2,2
Sparagmia,0,1,1
Spargaloma,0,1,1
Spargania,1,4,8
Sparganothis,0.5555555555555556,106,162
Spartiniphaga,0,1,1
Spatalistis,0.5,2,4
Spathilepia,1,2,3
Spatulifimbria,1,4,4
Spatulipalpia,0,1,1
Spectrobates,0,1,1
Speia,1,3,9
Speiredonia,0,1,1
Speyeria,0.875,20,54
Sphecodina,1,2,6
Sphenarches,0.75,18,31
Spheterista,0.1111111111111111,9,10
Sphetta,1,3,6
Sphingiforma,0,1,1
Sphingomorpha,1,8,10
Sphingonaepiopsis,1,3,7
Sphinx,0.7916666666666666,77,202
Spialia,0.8,30,55
Spiloloma,0,1,1
Spilonota,0.5,23,56
Spilopera,0,1,1
Spindasis,0.85,67,65
Spionades,1,1,2
Spiralisigna,1,3,3
Spirama,1,4,5
Spiramater,1,24,40
Spiramiopsis,0,1,1
Spiroterma,0,1,1
Spododes,0,1,1
Spodoptera,0.875,311,742
Spoladea,1,17,32
Sporadarchis,0,1,1
Spp.,1,4,4
Spragueia,0.4,7,7
Spudaea,0,1,1
Spulerina,0.7,15,32
Squamura,0.5,3,3
Stagmatophora,0.2,11,16
Stagmatophora Acanthodes,0,1,1
Stagmatophora Cyma,0,1,1
Stagmatophora Enchrysa,0,1,1
Stagmatophora Erebinthia,0,2,1
Stagmatophora Heydeniella,0,1,1
Stagmatophora Naviella,0,1,1
Stagmatophora Serratella,0,6,2
Stagmatophora Sexnotella,0,3,1
Stalachtis,0,1,1
Stallingsia,0,1,1
Stamnodes,0.25,4,6
Standfussiana,0.6666666666666666,10,9
Stangeia,0.5,11,12
Stangeia Siceliota,0,2,1
Stangeia Xerodes,0,3,2
Staphylus,0.75,6,10
Stasiphron,0,1,1
Statherotis,0.4,7,12
Statherotmantis,0,1,1
Staudingeria,0,4,4
Staurophora,0,1,1
Stegasta,0.5,12,19
Stegommata,0,2,2
Stemorrhages,0.75,9,13
Stenachroia,1,1,6
Stenachroia?,0,1,1
Stenbergmania,0,1,1
Stenodes,0.375,10,13
Stenoglene,0,1,1
Stenolechia,0.3333333333333333,8,9
Stenoporpia,1,6,18
Stenopterygia,0,2,2
Stenoptilia,0.35714285714285715,22,31
Stenoptilodes,0.45454545454545453,17,30
Stenoptiloes,0,1,1
Stenoptinea,0,1,1
Stenorumia,0,1,1
Stenovalva,0,1,1
Stephensia,0.5,2,3
Stereomita,1,1,2
Stericta,0.16666666666666666,6,8
Sterrhopterix,1,10,23
Sterrhostoma,0,1,1
Sthenopis,0.75,6,11
Stibochiona,1,2,2
Stichophthalma,1,2,3
Stictea,1,2,3
Stictoptera,0.42857142857142855,8,13
Stigmella,0.44607843137254904,225,475
Stilbia,0,1,1
Stilbosis,0.4,12,15
Stiphrometasia,0,1,1
Stiria,0,1,1
Stomopteryx,0.375,8,12
Stomphastis,0.25,20,29
Streblote,0.7142857142857143,106,137
Strepsicrates,0.625,16,51
Streptoperas,0,1,1
Stretchia,0.3333333333333333,3,4
Striglina,0.7272727272727273,35,56
Striphnopteryx,1,2,2
Strophedra,1,8,19
Stroteroides,1,3,3
Strymon,0.42857142857142855,77,129
Strymonidia,0,1,1
Stygionympha,0,5,5
Stylopalpia,0,1,1
Styphlolepis,0,1,1
Suada,0,1,1
Suana,0.3333333333333333,27,43
Suastus,0.5,4,15
Sufetula,0,4,4
Sugitania,0,1,1
Suleima,0.2,5,6
Sunira,0.5,12,13
Surendra,0.6666666666666666,5,7
Surida,1,6,6
Susica,0.5,10,11
Sutyna,0,1,1
Swammerdamia,0.45454545454545453,15,30
Swezeyula,0,1,1
Sybrida,1,1,4
Sycacantha,0.5,2,3
Syllepte,0.47368421052631576,27,31
Syllomatia,0,2,2
Symbiopsis,0,1,1
Symbiopsis Tanais,0,1,1
Symbrenthia,1,5,24
Symitha,0.6666666666666666,5,9
Symitha Indicatana,0,1,1
Symitha Mangifera,0,2,2
Symitha Nolalella,0,7,2
Symmetrischema,0.25,8,16
Symmimetis,0,1,1
Symmoca,0.3333333333333333,4,4
Symmoracma,1,2,2
Symphaedra,0,1,1
Symphonistis,0,2,2
Symphysa,0,1,1
Symphyta,0,2,2
Sympis,1,1,3
Sympistis,0.2,6,6
Synale,0.5,2,4
Synaphe,1,2,7
Synaphe Moldavica,0,5,1
Synaphe Punctalis,0,2,1
Synapte,0.5,2,3
Synargis,1,2,2
Synaxis,1,16,31
Synchlora,0.7142857142857143,27,49
Synclera,0.5,2,4
Synclita,0.6666666666666666,14,18
Syncopacma,0.3888888888888889,18,27
Syndemis,1,12,21
Synegia,0.4,5,7
Syneora,0.5,2,3
Syngamia,0.25,5,10
Synglochis,0,1,1
Syngrapha,0.75,49,105
Synnoma,0.5,2,4
Synnympha,0,1,1
Synopsia,0,1,1
Syntherata,1,6,8
Syntheta,1,6,6
Synthymia,0,1,1
Syntonarcha,1,2,2
Sypnoides,0.6,5,11
Syrastrena,0,1,1
Syringopais,1,1,2
Syrmadaula,0,1,1
Syssphinx,0.8333333333333334,41,77
Systasea,1,2,10
Systoloneura,0.5,2,3
Tabidia,0,2,2
Tacoma,0,1,1
Tacparia,0,2,2
Taeda,1,2,2
Taenaris,0.5,4,5
Tagiades,0.4,13,18
Tagoropsis,0.5,4,7
Tajuria,0.7777777777777778,12,30
Talanga,0,1,1
Talbotia,1,2,2
Taleporia,0,1,1
Talicada,1,2,2
Talides,0.5,3,3
Talis,1,3,3
Tallula,0.6666666666666666,5,6
Talponia,0,1,1
Tamba,0,3,3
Tamraca,0,1,1
Tanaecia,0.4,8,8
Tanaorhinus,0.25,4,6
Tanyethira,0,1,1
Tarachidia,0.4,5,9
Taractrocera,0.3333333333333333,3,4
Taraka,1,1,5
Tarema,0,1,1
Targalla,0.3333333333333333,4,10
Tarsocera,0,2,2
Tarsoctenus,0,1,1
Tarucus,0.8,20,33
Tascia,0,1,1
Tasema,0.5,2,3
Tathodelta,0,1,1
Tathorhynchus,0,2,2
Tathothripa,0,1,1
Tatobotys,0.5,3,4
Tatobotys Biannulalis,0,3,2
Tatobotys Janapalis,0,1,1
Tatochila,0.5,5,16
Tatorinia,0,1,1
Taurometopa,0.5,2,3
Taygete,0,5,5
Taygetis,0.6666666666666666,3,7
Tebenna,0.5454545454545454,12,28
Tecia,0,3,3
Tegeticula,0.3333333333333333,3,19
Tegosa,1,2,2
Tegostoma,0,5,5
Tegulifera,0,1,1
Tehama,1,1,2
Teinoptila,0.5,2,3
Teladoma,1,1,2
Telamoptilia,0.5,8,11
Teldenia,0.5,3,3
Teldenia Pura,0,1,1
Teldenia Vestigiata,0,2,2
Teleiodes,0.6190476190476191,27,41
Teleiopsis,0,4,4
Telemiades,0.6666666666666666,5,6
Telenassa,0,1,1
Telephila,0,1,1
Telethusia,0.5,2,3
Telethusia Ovalis,0,2,1
Telethusia Rhypodella,0,1,1
Telicota,0.5454545454545454,13,34
Teliphasa,0,2,2
Telipna,0,4,3
Tellervo,1,2,2
Telorta,1,1,2
Telphusa,0.3333333333333333,27,41
Temenis,1,1,6
Temnora,0.4166666666666667,19,19
Tephrina,0.2222222222222222,12,12
Tephriopis,1,1,3
Tephris,0,2,2
Tephris?,0,1,1
Terastia,1,8,22
Teratoneura,0,1,1
Teratozephyrus,0.4,5,9
Terinos,0,1,1
Teriomima,0,6,5
Termioptycha,0,2,2
Terpna,1,2,5
Tesagrotis,0,2,2
Tethea,0.8,5,10
Tetheella,0,1,1
Tetracis,1,23,33
Tetragma,0,1,1
Tetramoera,0.6666666666666666,4,6
Tetraschalis,0,1,1
Tetraschistis,0,1,1
Tetridia,0,1,1
Texola,0,1,1
Thaduka,1,1,2
Thalaina,0.3333333333333333,4,4
Thalassodes,0.5882352941176471,61,81
Thalatha,0,1,1
Thalatta,0.5,3,3
Thalera,1,7,9
Thaleropis,0,1,1
Thallophaga,1,5,12
Thalpophila,1,1,2
Thamnoecha,0,1,1
Thanatopsyche,1,5,6
Thargella,0,1,1
Tharsalea,0.25,4,11
Thaumatographa,0,4,4
Thaumatotibia,0.75,35,40
Thauria,0,1,1
Theagenes,0,1,1
Thecla,0.14545454545454545,80,74
Thecla Alda,0,1,1
Thecla Aphaca,0,1,1
Thecla Arola,0,1,1
Thecla Bagrada,0,1,1
Thecla Basilides,0,2,1
Thecla Bassania,0,1,1
Thecla Betulae,0,13,4
Thecla Betulina,0,4,1
Thecla Brillantina,0,1,1
Thecla Canus,0,3,3
Thecla Catharina,0,1,1
Thecla Clarina,0,1,1
Thecla Dindymus,0,2,2
Thecla Dolylas,0,1,1
Thecla Ellida,0,1,1
Thecla Emessa,0,1,1
Thecla Empusa,0,1,1
Thecla Endymion,0,1,1
Thecla Gabatha,0,1,1
Thecla Gabina,0,2,2
Thecla Gabriela,0,1,1
Thecla Getus,0,2,2
Thecla Gnosia,0,1,1
Thecla Hemon,0,4,3
Thecla Heraldica,0,1,1
Thecla Hesperitis,0,3,3
Thecla Hisbon,0,2,2
Thecla Keila,0,1,1
Thecla Legota,0,1,1
Thecla Ligurina,0,2,2
Thecla Lisus,0,4,4
Thecla Melma/Charichlorus,0,1,1
Thecla Mimas,0,2,2
Thecla Mycon,0,2,2
Thecla Nr. Cosa,0,1,1
Thecla Nr. Hesperitis,0,1,1
Thecla Nr. Hesychia,0,1,1
Thecla Nr. Mycon,0,1,1
Thecla Oreala,0,3,1
Thecla Oxida,0,1,1
Thecla Paetus,0,1,1
Thecla Petaurister,0,1,1
Thecla Phoenissa,0,1,1
Thecla Phydela,0,2,1
Thecla Silumena,0,2,2
Thecla Sp.,0,1,1
Thecla Spini,0,1,1
Thecla Syedra,0,2,1
Thecla Syllis,0,2,2
Thecla Tympania,0,2,2
Thecla Umbratus,0,1,1
Theclinesthes,0,12,7
Theclopsis,0,1,1
Thecobathra,0.5,2,6
Theisoa,0.5,2,3
Thelosia,0,1,1
Theope,0,2,2
Theorica,0,2,2
Thera,0.6,14,26
Theresimima,0,1,1
Theretra,0.8235294117647058,76,134
Thereus,0.125,12,9
Thereutis,0,3,3
Theria,0.5,3,4
Theritas,0,4,2
Thespieus,0,1,1
Thessalia,0.8,6,18
Thestor,0.25,8,10
Thetidia,0.6666666666666666,3,5
Thiacidas,1,3,5
Thiallela,1,2,2
Thinopteryx,1,1,3
Thiodia,0,1,1
Thioptera,0,1,1
Thiotricha,0.08333333333333333,12,13
Thisanotia,1,1,3
Thisanotia Chrysonuchella,0,3,1
Thliptoceras,0,2,2
Tholera,1,2,4
Thoon,1,2,2
Thopeutis,0.5,3,3
Thopeutis Criella,0,1,1
Thopeutis Forbesellus,0,2,2
Thoressa,0,2,2
Thorybes,0.6,5,43
Thorybes Bathyllus,0,16,1
Thorybes Confusis,0,1,1
Thorybes Diversus,0,1,1
Thorybes Mexicanus,0,4,1
Thorybes Pylades,0,27,1
Thosea,0.6785714285714286,125,153
Thosea?,0,1,1
Thracides,0.4,7,9
Thrincophora,0.5,5,6
Throana,0,2,2
Thudaca,0,1,1
Thurberiphaga,1,2,3
Thyas,0.8571428571428571,14,22
Thyatira,0.5,2,7
Thyatirina,1,1,3
Thylacoptila,1,5,13
Thymelicus,0.75,4,20
Thyrassia,0,2,2
Thyraylia,1,1,2
Thyridectis,0,1,1
Thyridia,1,1,2
Thyridopteryx,1,56,132
Thyrinteina,0.5,3,6
Thyris,0.3333333333333333,4,4
Thyrsostoma,0,1,1
Thysania,1,1,2
Thysanoplusia,0,1,1
Thysanopyga,0,1,1
Tila,0,1,1
Tildenia,0.3333333333333333,6,11
Timandra,0,2,2
Timelaea,0,1,1
Timochares,0,1,1
Timodora,0.5,3,3
Timora,0,1,1
Tinagma,0.5,4,6
Tinea,0.21052631578947367,27,28
Tineola,0,1,1
Tineovertex,0,3,3
Tinolius,0.5,2,3
Tipasodes,0,1,1
Tiquadra,0.5,6,6
Tiracola,0.6666666666666666,34,56
Tirathaba,0.3333333333333333,24,31
Tirumala,0.8,10,24
Tischeria,0.6037735849056604,60,131
Tisiphone,1,3,6
Titaea,0.5,4,4
Titanio,0,1,1
Titanoceros,0.5,3,4
Tithorea,1,3,5
Tlascala,0,1,1
Tmolus,1,11,18
Toccolosida,0,1,1
Tolna,1,3,3
Tolype,0.45,41,73
Tomares,0,2,2
Tomotilus,0,2,2
Tongeia,0.5,6,9
Toripalpus,0,1,1
Tornos,0.5,2,4
Tortricidia,0.6666666666666666,8,9
Tortricodes,1,9,11
Tortrix,0.5294117647058824,41,54
Tortyra,0,2,2
Torynesis,0,2,2
Tosca,0,1,1
Toxonprucha,0,2,2
Trabala,0.5,46,83
Trachea,0.5,4,6
Tracheplexia,0,1,1
Tracholena,0,5,5
Trachonitis,1,2,2
Trachycentra,0.75,9,11
Trachycera,1,4,15
Trachydora,0,3,3
Trachylepidia,1,5,9
Trachyptena,0.5,3,3
Trachypteryx,0,2,2
Trachysmia,1,1,2
Trachytyla,0,2,2
Traminda,0.7142857142857143,12,17
Triaxomera,0,1,1
Trichiura,0.6666666666666666,9,26
Trichoclea,0,2,2
Trichodezia,1,4,5
Trichogyia,0.6666666666666666,7,9
Tricholita,0.6666666666666666,4,8
Trichophaga,0,4,4
Trichophassus,1,4,8
Trichopisthia,0,2,2
Trichoplusia,0.5454545454545454,66,144
Trichopterigia,0.5,2,4
Trichopterygia,0,2,2
Trichopteryx,0.75,11,22
Trichoptilus,0.8333333333333334,12,13
Trichordestra,0.6666666666666666,27,43
Trichosilia,0,1,1
Trichotaphe,1,2,2
Triclema,0.5,7,8
Triclonella,1,1,4
Trictena,0,1,1
Tridesmodes,0,1,1
Tridrepana,0.25,4,9
Trifurcula,0.41935483870967744,31,55
Trigonocyttara,1,3,3
Trigonodes,0.5,5,7
Trigonophora,1,5,6
Trigonoptila,0,1,1
Trilocha,0.6666666666666666,5,18
Trimenia,0.5,3,4
Trimetopia,1,1,2
Trimetopia Aetheraria,0,2,1
Triocnemis,1,1,3
Triodia,1,2,2
Triphassa,0,2,2
Triphosa,0.75,11,15
Triprocris,1,1,2
Tripseuxoa,1,3,7
Trisateles,1,2,3
Trischistognatha,1,1,2
Trisophista,0,1,1
Trissochyta,1,2,3
Trissodoris,0,2,2
Trissonca,0,1,1
Tristeirometa,1,1,2
Tristrophis,0,1,1
Tritanassa,0,1,1
Triuncidia,0,1,1
Trogocrada,0,2,2
Trogoptera,0,1,1
Trygodes,1,2,2
Trymalitis,0,2,2
Trypanisma,1,1,2
Trypanophora,0.375,23,29
Tryphax?,0,1,1
Tsinilla,1,1,2
Tsitana,0.3333333333333333,3,4
Tucumania,0.5,2,4
Tulsa,1,3,3
Turanana,0,4,2
Tuta,0,1,1
Tuxentius,1,9,12
Tycomarptes,0.5,4,4
Tylopaedia,0,1,1
Tympanota,0,1,1
Typhedanus,1,2,8
Tyspanodes,0,1,1
Tyta,1,1,2
Ubaena,0,1,1
Udara,0.4,11,12
Udaspes,1,4,12
Udea,0.38235294117647056,66,94
Udranomia,0,2,2
Ufa,0.3333333333333333,3,8
Ufeus,0.3333333333333333,3,4
Ugia,1,2,2
Ugiodes,0,1,1
Ukamenia,1,3,3
Ulochlaena,0,1,1
Ulodemis,0.3333333333333333,11,13
Ulolonche,0,1,1
Ulopeza,0.5,2,3
Ulophora,0,1,1
Ulotricha,0,1,1
Ulotrichopus,0.6666666666666666,4,5
Ultraaricia,0,1,1
Ultraaricia Vandarbani,0,1,1
Unadilla,0.6666666666666666,3,6
Undulambia,0,1,1
Unidentified,0,1,1
Unkana,0.5,3,5
Unknown,1,10,11
Uraba,0.5,3,11
Urania,0.5,2,3
Uranothauma,0.4444444444444444,13,17
Urapteroides,0.5,3,6
Urbanus,0.6363636363636364,23,58
Urbona,1,2,4
Uresiphita,1,16,55
Urodeta,0,1,1
Urodus,0.5,6,7
Urola,0,1,1
Urota,1,3,5
Ussara,1,1,2
Ussuriana,0.5,4,12
Usta,0.5,4,5
Vacciniina,1,1,3
Vacciniina Optilete,0,4,1
Vacerra,0,1,1
Vaga,1,6,8
Vagobanta,0,1,1
Vagrans,1,3,7
Valeria,0.5,3,3
Vanessa,1,55,248
Varius,0,1,1
Vegetia,0.5,3,5
Vehilius,0,1,1
Veia,0,1,1
Veniliodes,0,1,1
Venusia,1,12,23
Vertica,0,2,2
Vescisa,1,4,4
Vespina,1,1,2
Vettius,0.3333333333333333,6,8
Vezina,0,1,1
Victoria,0,1,1
Victoria Mirabilis,0,1,1
Vietteania,1,2,4
Viidaleppia,0,1,1
Viminia,1,1,2
Vindula,1,3,9
Vinicia,0.5,3,3
Virachola,0.5,4,6
Vitessa,0,1,1
Vitula,0.5714285714285714,9,11
Vladimirea,1,1,2
Vogtia,0,1,1
Volatica,0,1,1
Volobilis,0,2,2
Volobilis Chloropterella,0,1,1
Volobilis Sp.,0,1,1
Voracia,0,1,1
Vulcaniella,0.6666666666666666,4,5
Wagimo,1,2,13
Wallengrenia,1,4,13
Walshia,0.5,8,17
Warreniplema,0,1,1
Watsonalla,0.3333333333333333,4,4
Wegneria,0,2,2
Westermannia,0.4444444444444444,9,16
Wheeleria,0,1,1
Whitebreadia,0,3,3
Whittleia,1,1,2
Wilemania,1,11,24
Wiseana,0.25,7,5
Witlesia,0,1,1
Wockia,1,1,2
Xamia,1,1,5
Xandrames,0,2,2
Xanthia,0.5555555555555556,21,23
Xanthisthisa,0.6666666666666666,6,9
Xanthodes,1,11,35
Xanthodisca,0,1,1
Xanthograpta,0,1,1
Xanthopan,1,4,6
Xanthopastis,1,8,26
Xanthorhoe,0.8695652173913043,71,97
Xanthotaenia,0,1,1
Xanthothrix,0,2,2
Xanthotype,1,21,24
Xeneda,0,1,1
Xeneda Coena,0,1,1
Xeniades,1,3,5
Xenimpia,1,5,7
Xenochroma,1,1,2
Xenolechia,0.6,6,15
Xenolepis,0,1,1
Xenophanes,1,1,3
Xenostega,0,1,1
Xenotemna,1,8,15
Xerociris,0,1,1
Xestia,0.725,132,202
Xois,0.5,2,3
Xubida,0.5,5,7
Xylena,0.8,71,109
Xylesthia,0,1,1
Xyleutes,0.30303030303030304,66,103
Xylinophylla,0,2,2
Xylocampa,0,1,1
Xylocossus,1,2,2
Xylophanes,0.375,17,32
Xylopteryx,0.5,2,3
Xyloscia,0,1,1
Xylotype,1,6,8
Xyroptila,0,1,1
Xyrosaris,0.5,2,5
Xystopeplus,1,4,5
Xystophora,0.6666666666666666,3,6
Yasoda,1,2,2
Yepcalphis,0,1,1
Yigoga,0,1,1
Yoma,0.5,3,3
Yosemitia,1,1,4
Yponomeuta,0.5909090909090909,53,124
Ypsolopha,0.3181818181818182,55,79
Ypsolophus,0,1,1
Ypthima,0.391304347826087,23,61
Yvretta,0,1,1
Zadalcera,1,2,2
Zalaca,0,1,1
Zale,0.6363636363636364,45,75
Zaleops,0,1,1
Zamacra,0,1,1
Zamagiria,0.25,5,7
Zamarada,0.16666666666666666,7,7
Zamopsyche,1,5,5
Zanclognatha,0.4375,30,32
Zanclopera,0,1,1
Zapyrastra,1,1,2
Zaretis,1,4,11
Zebronia,1,3,10
Zebronia Phenice,0,17,3
Zegris,0,1,1
Zeiraphera,0.7333333333333333,23,79
Zela,0,1,1
Zelleria,0.2222222222222222,20,30
Zelleria?,0,1,1
Zelotypia,1,1,2
Zemeros,1,1,4
Zenonia,0.5,2,4
Zenophassus,0,1,1
Zenophleps,1,2,5
Zenophleps Lignicolorata,0,5,2
Zera,0.5,2,3
Zerene,1,2,13
Zerenopsis,1,3,3
Zermizinga,1,4,6
Zesius,1,8,5
Zesius Chrysomallus,0,11,8
Zestusa,1,1,2
Zethenia,1,10,13
Zethera,0,1,1
Zetona,0,1,1
Zeuctoboarmia,0,2,2
Zeuxidia,0,3,3
Zeuzera,0.9,88,187
Zinara,1,6,6
Zintha,1,1,3
Zitha,0,2,2
Zitha Allutalis,0,1,1
Zitha Vidualis,0,1,1
Zizeeria,1,16,18
Zizina,1,8,29
Zizina Antanossa,0,3,2
Zizina Labradus,0,6,2
Zizina Otis,0,21,4
Zizula,1,7,12
Zizyphia,0.5,3,3
Zomaria,0.6666666666666666,3,7
Zonoplusia,0,1,1
Zonora,0,1,1
Zophodia,0,4,4
Zophoessa,0,1,1
Zophopetes,0.6666666666666666,3,10
Zosteropoda,1,5,4
Zotheca,1,2,3
Zovax,0,1,1
Zurobata,1,8,9
Zutulba,0,1,1
Zygaena,0.5454545454545454,26,50
",Acleris",0,209,34
",Acratodes",0,1,1
",Aethesoides",0,1,1
",Agathodes",0,23,8
",Agdistopis",0,2,1
",Agrius",0,56,15
",Agrotera",0,30,11
",Algedonia",0,1,1
",Allothosea",0,6,3
",Amata",0,40,21
",Amathusia",0,13,2
",Amorophaga",0,1,1
",Anarpia",0,1,1
",Ancyloxypha",0,10,1
",Anestia",0,1,1
",Anypsipyla",0,4,3
",Apotomops",0,4,1
",Arcyophora",0,3,2
",Audre",0,2,2
",Bareia",0,1,1
",Beara",0,10,7
",Belemnia",0,1,1
",Bibasis",0,16,9
",Bocana",0,3,3
",Cabera",0,24,6
",Caenurgina",0,14,6
",Cartaletis",0,4,1
",Celaenorrhinus",0,13,4
",Cephonodes",0,51,13
",Cephrenes",0,10,2
",Chalybs",0,1,1
",Chioides",0,6,2
",Chitoria",0,3,1
",Cholotis",0,1,1
",Choreutis",0,35,8
",Cirriphora",0,1,1
",Codatractus",0,2,1
",Condylorrhiza",0,4,3
",Cooksonia",0,1,1
",Correbia",0,1,1
",Creobota",0,1,1
",Darapsa",0,31,9
",Darna",0.025,101,41
",Delgamma",0,1,1
",Dichordophora",0,2,1
",Diomea",0,2,2
",Dophla",0,8,4
",Dryadaula",0,8,7
",Dryadula",0,15,1
",Dyscia",0,2,1
",Eacles",0,161,43
",Eagris",0,15,6
",Elatobia",0,1,1
",Embryonopsis",0,1,1
",Ephyrodes",0,1,1
",Ercta",0,1,1
",Eriogyna",0,10,7
",Erygia",0,5,3
",Euchlaena",0,51,21
",Euchromius",0,3,3
",Eueana",0,2,1
",Euperissus",0,1,1
",Euphalacra",0,1,1
",Euriphene",0,2,2
",Euzopherodes",0,8,6
",Gazoryctra",0,4,4
",Gorgopis",0,1,1
",Gorgyra",0,5,3
",Halysidota",0,87,27
",Heliconisa",0,3,2
",Heliomystis",0,1,1
",Herochroma",0,1,1
",Hesperia",0,57,3
",Hestina",0,8,2
",Hystrichoscelus",0,2,1
",Idalus",0,7,3
",Isidiella",0,1,1
",Itame",0,71,17
",Ithome",0,12,3
",Ixala",0,1,1
",Jamides",0,60,12
",Jordanita",0,2,1
",Junonia",0.03571428571428571,210,29
",Kaniska",0,17,4
",Lamprosema",0,14,7
",Lemonia",0,2,1
",Leocyma",0,7,1
",Lerema",0,13,1
",Lhommeia",0,1,1
",Lobobunaea",0,24,13
",Mazdacis",0,1,1
",Melanis",0,5,4
",Mestolobes",0,3,2
",Migoplastis",0,1,1
",Moduza",0,19,1
",Morpheis",0,9,5
",Mylantria",0,4,4
",Myscelia",0,2,1
",Myscelus",0,4,2
",Nascia",0,4,2
",Nephantis",0,6,1
",Neptidopsis",0,5,1
",Nyctegretis",0,5,3
",Nyssiodes",0,16,4
",Opostegoides",0,5,2
",Oraesia",0,23,9
",Osmodes",0,2,1
",Pachylioides",0,3,2
",Pamphlebia",0,2,1
",Panaphelix",0,1,1
",Papias",0,1,1
",Pelochyta",0,5,4
",Periploca",0,25,5
",Phazaca",0,15,3
",Phepsalostoma",0,1,1
",Poliostola",0,1,1
",Polyocha",0,2,1
",Polytremis",0,7,1
",Postplatyptilia",0,1,1
",Prionapteryx",0,4,2
",Procalyptis",0,7,1
",Pygospila",0,5,1
",Pyrgotis",0,7,4
",Pyrrhopyge",0,12,9
",Racotis",0,12,3
",Sabalia",0,1,1
",Salassa",0,1,1
",Salebriopsis",0,3,2
",Sarbena",0,4,1
",Saturnia",0,152,34
",Satyrium",0,134,23
",Sestra",0,4,2
",Sonia",0,6,2
",Stagmatophora",0,16,6
",Stangeia",0,8,5
",Symbiopsis",0,1,1
",Symitha",0,9,3
",Synaphe",0,7,2
",Tatobotys",0,4,3
",Teldenia",0,3,3
",Telethusia",0,3,1
",Thecla",0,57,34
",Thisanotia",0,3,1
",Thopeutis",0,3,3
",Thorybes",0,41,1
",Tomotilus",0,1,1
",Trimetopia",0,2,1
",Ultraaricia",0,1,1
",Vacciniina",0,4,1
",Victoria",0,1,1
",Volobilis",0,2,2
",Xeneda",0,1,1
",Zebronia",0,17,3
",Zenophleps",0,5,2
",Zesius",0,11,8
",Zitha",0,2,2
",Zizina",0,25,4
Acanthopteroctetidae,0,1,1
